Protein	Protein ID	Entry Name	Gene	Protein Length	Organism	Protein Existence	Description	Protein Probability	Top Peptide Probability	Combined Total Peptides	Combined Spectral Count	Combined Unique Spectral Count	Combined Total Spectral Count	GRLCL_1D_ETHCD Spectral Count	GRLCL_1D_HCD Spectral Count	GRLCL_2D_ETHCD Spectral Count	GRLCL_1D_ETHCD Intensity	GRLCL_1D_HCD Intensity	GRLCL_2D_ETHCD Intensity	Indistinguishable Proteins
sp|Q96EY9|ADAT3_HUMAN	Q96EY9	ADAT3_HUMAN	ADAT3	367	Homo sapiens	1:Experimental evidence at protein level	tRNA-specific adenosine-34 deaminase regulatory subunit ADAT3	0.9657	0.9938	1	1	1	1	0	0	1	     0	     0	     0		
sp|P01920|DQB1_HUMAN	P01920	DQB1_HUMAN	HLA-DQB1	261	Homo sapiens	1:Experimental evidence at protein level	HLA class II histocompatibility antigen, DQ beta 1 chain	0.9655	0.9937	1	1	1	1	0	1	0	     0	     0	     0		
sp|P21281|VATB2_HUMAN	P21281	VATB2_HUMAN	ATP6V1B2	511	Homo sapiens	1:Experimental evidence at protein level	V-type proton ATPase subunit B, brain isoform	0.9655	0.9937	1	1	1	1	0	0	1	     0	     0	     0		
sp|Q6NVY1|HIBCH_HUMAN	Q6NVY1	HIBCH_HUMAN	HIBCH	386	Homo sapiens	1:Experimental evidence at protein level	3-hydroxyisobutyryl-CoA hydrolase, mitochondrial	0.9655	0.9937	1	1	1	1	0	0	1	     0	     0	     0		
sp|Q8N0W3|FCSK_HUMAN	Q8N0W3	FCSK_HUMAN	FCSK	1084	Homo sapiens	1:Experimental evidence at protein level	L-fucose kinase	0.9655	0.9937	1	1	1	1	0	0	1	     0	     0	     0		
sp|Q9ULZ2|STAP1_HUMAN	Q9ULZ2	STAP1_HUMAN	STAP1	295	Homo sapiens	1:Experimental evidence at protein level	Signal-transducing adaptor protein 1	0.9655	0.9937	1	1	1	1	0	1	0	     0	     0	     0		
sp|O00186|STXB3_HUMAN	O00186	STXB3_HUMAN	STXBP3	592	Homo sapiens	1:Experimental evidence at protein level	Syntaxin-binding protein 3	0.9654	0.9937	1	1	1	1	0	1	0	     0	     0	     0		
sp|P31939|PUR9_HUMAN	P31939	PUR9_HUMAN	ATIC	592	Homo sapiens	1:Experimental evidence at protein level	Bifunctional purine biosynthesis protein ATIC	0.9654	0.9937	1	1	1	1	0	0	1	     0	     0	     0		
sp|Q9UGI0|ZRAN1_HUMAN	Q9UGI0	ZRAN1_HUMAN	ZRANB1	708	Homo sapiens	1:Experimental evidence at protein level	Ubiquitin thioesterase ZRANB1	0.9654	0.9937	1	1	1	1	0	1	0	     0	     0	     0		
sp|P31941|ABC3A_HUMAN	P31941	ABC3A_HUMAN	APOBEC3A	199	Homo sapiens	1:Experimental evidence at protein level	DNA dC->dU-editing enzyme APOBEC-3A	0.9653	0.9937	1	1	0	1	0	0	1	     0	     0	     0	sp|Q9UH17|ABC3B_HUMAN	
sp|Q8N448|LNX2_HUMAN	Q8N448	LNX2_HUMAN	LNX2	690	Homo sapiens	1:Experimental evidence at protein level	Ligand of Numb protein X 2	0.9652	0.9937	1	1	1	1	0	1	0	     0	     0	     0		
sp|Q9NRR4|RNC_HUMAN	Q9NRR4	RNC_HUMAN	DROSHA	1374	Homo sapiens	1:Experimental evidence at protein level	Ribonuclease 3	0.9651	0.9936	1	1	1	1	0	0	1	     0	     0	     0		
sp|Q8WVV5|BT2A2_HUMAN	Q8WVV5	BT2A2_HUMAN	BTN2A2	523	Homo sapiens	1:Experimental evidence at protein level	Butyrophilin subfamily 2 member A2	0.9649	0.9936	1	1	1	1	0	1	0	     0	     0	     0		
sp|Q9HCU8|DPOD4_HUMAN	Q9HCU8	DPOD4_HUMAN	POLD4	107	Homo sapiens	1:Experimental evidence at protein level	DNA polymerase delta subunit 4	0.9649	0.9936	1	1	1	1	0	1	0	     0	     0	     0		
sp|P19532|TFE3_HUMAN	P19532	TFE3_HUMAN	TFE3	575	Homo sapiens	1:Experimental evidence at protein level	Transcription factor E3	0.9648	0.9936	1	1	1	1	0	1	0	     0	     0	     0		
sp|Q13823|NOG2_HUMAN	Q13823	NOG2_HUMAN	GNL2	731	Homo sapiens	1:Experimental evidence at protein level	Nucleolar GTP-binding protein 2	0.9647	0.9936	1	1	1	1	0	0	1	     0	     0	     0		
sp|Q6SJ93|F111B_HUMAN	Q6SJ93	F111B_HUMAN	FAM111B	734	Homo sapiens	1:Experimental evidence at protein level	Serine protease FAM111B	0.9647	0.9936	1	2	2	2	0	1	1	     0	     0	     0		
sp|Q9BYH8|IKBZ_HUMAN	Q9BYH8	IKBZ_HUMAN	NFKBIZ	718	Homo sapiens	1:Experimental evidence at protein level	NF-kappa-B inhibitor zeta	0.9647	0.9936	1	1	1	1	0	0	1	     0	     0	     0		
sp|O14974|MYPT1_HUMAN	O14974	MYPT1_HUMAN	PPP1R12A	1030	Homo sapiens	1:Experimental evidence at protein level	Protein phosphatase 1 regulatory subunit 12A	0.9642	0.9935	1	1	1	1	0	1	0	     0	     0	     0		
sp|Q9Y5Q8|TF3C5_HUMAN	Q9Y5Q8	TF3C5_HUMAN	GTF3C5	519	Homo sapiens	1:Experimental evidence at protein level	General transcription factor 3C polypeptide 5	0.9642	0.9935	1	1	1	1	0	0	1	     0	     0	     0		
sp|Q53ET0|CRTC2_HUMAN	Q53ET0	CRTC2_HUMAN	CRTC2	693	Homo sapiens	1:Experimental evidence at protein level	CREB-regulated transcription coactivator 2	0.9641	0.9934	1	2	2	2	0	1	1	     0	     0	     0		
sp|Q5SQI0|ATAT_HUMAN	Q5SQI0	ATAT_HUMAN	ATAT1	421	Homo sapiens	1:Experimental evidence at protein level	Alpha-tubulin N-acetyltransferase 1	0.9641	0.9934	1	1	1	1	0	1	0	     0	     0	     0		
sp|Q8IZK6|MCLN2_HUMAN	Q8IZK6	MCLN2_HUMAN	MCOLN2	566	Homo sapiens	1:Experimental evidence at protein level	Mucolipin-2	0.9640	0.9934	1	1	1	1	0	0	1	     0	     0	     0		
sp|Q9ULM3|YETS2_HUMAN	Q9ULM3	YETS2_HUMAN	YEATS2	1422	Homo sapiens	1:Experimental evidence at protein level	YEATS domain-containing protein 2	0.9640	0.9934	1	1	1	1	0	0	1	     0	     0	     0		
sp|O14561|ACPM_HUMAN	O14561	ACPM_HUMAN	NDUFAB1	156	Homo sapiens	1:Experimental evidence at protein level	Acyl carrier protein, mitochondrial	0.9639	0.9934	1	1	1	1	0	1	0	     0	     0	     0		
sp|Q99941|ATF6B_HUMAN	Q99941	ATF6B_HUMAN	ATF6B	703	Homo sapiens	1:Experimental evidence at protein level	Cyclic AMP-dependent transcription factor ATF-6 beta	0.9639	0.9934	1	1	1	1	0	1	0	     0	     0	     0		
sp|P21580|TNAP3_HUMAN	P21580	TNAP3_HUMAN	TNFAIP3	790	Homo sapiens	1:Experimental evidence at protein level	Tumor necrosis factor alpha-induced protein 3	0.9638	0.9934	1	1	1	1	0	1	0	     0	     0	     0		
sp|Q9BSF4|TIM29_HUMAN	Q9BSF4	TIM29_HUMAN	TIMM29	260	Homo sapiens	1:Experimental evidence at protein level	Mitochondrial import inner membrane translocase subunit Tim29	0.9638	0.9934	1	1	1	1	1	0	0	     0	     0	     0		
sp|O95707|RPP29_HUMAN	O95707	RPP29_HUMAN	POP4	220	Homo sapiens	1:Experimental evidence at protein level	Ribonuclease P protein subunit p29	0.9637	0.9934	1	1	1	1	0	1	0	     0	     0	     0		
sp|Q02040|AK17A_HUMAN	Q02040	AK17A_HUMAN	AKAP17A	695	Homo sapiens	1:Experimental evidence at protein level	A-kinase anchor protein 17A	0.9637	0.9934	1	1	1	1	0	0	1	     0	     0	     0		
sp|Q9H7Z3|NRDE2_HUMAN	Q9H7Z3	NRDE2_HUMAN	NRDE2	1164	Homo sapiens	1:Experimental evidence at protein level	Nuclear exosome regulator NRDE2	0.9635	0.9933	1	1	1	1	0	0	1	     0	     0	     0		
sp|P49682|CXCR3_HUMAN	P49682	CXCR3_HUMAN	CXCR3	368	Homo sapiens	1:Experimental evidence at protein level	C-X-C chemokine receptor type 3	0.9634	0.9933	1	4	4	4	1	1	2	     0	     0	     0		
sp|P53602|MVD1_HUMAN	P53602	MVD1_HUMAN	MVD	400	Homo sapiens	1:Experimental evidence at protein level	Diphosphomevalonate decarboxylase	0.9634	0.9933	1	1	1	1	0	1	0	     0	     0	     0		
sp|Q8WUF5|IASPP_HUMAN	Q8WUF5	IASPP_HUMAN	PPP1R13L	828	Homo sapiens	1:Experimental evidence at protein level	RelA-associated inhibitor	0.9634	0.9933	1	1	1	1	0	0	1	     0	     0	     0		
sp|Q92902|HPS1_HUMAN	Q92902	HPS1_HUMAN	HPS1	700	Homo sapiens	1:Experimental evidence at protein level	BLOC-3 complex member HPS1	0.9634	0.9933	1	2	2	2	0	0	2	     0	     0	     0		
sp|Q9UKI8|TLK1_HUMAN	Q9UKI8	TLK1_HUMAN	TLK1	766	Homo sapiens	1:Experimental evidence at protein level	Serine/threonine-protein kinase tousled-like 1	0.9634	0.9872	2	1	1	4	0	0	1	     0	     0	     0		
sp|O14936|CSKP_HUMAN	O14936	CSKP_HUMAN	CASK	926	Homo sapiens	1:Experimental evidence at protein level	Peripheral plasma membrane protein CASK	0.9633	0.9933	1	2	0	2	0	0	2	     0	     0	     0	sp|Q00013|EM55_HUMAN	
sp|Q8WY91|THAP4_HUMAN	Q8WY91	THAP4_HUMAN	THAP4	577	Homo sapiens	1:Experimental evidence at protein level	Peroxynitrite isomerase THAP4	0.9633	0.9933	1	1	1	1	0	0	1	     0	     0	     0		
sp|Q9Y484|WIPI4_HUMAN	Q9Y484	WIPI4_HUMAN	WDR45	360	Homo sapiens	1:Experimental evidence at protein level	WD repeat domain phosphoinositide-interacting protein 4	0.9633	0.9933	1	1	1	1	0	0	1	     0	     0	     0		
sp|O95479|G6PE_HUMAN	O95479	G6PE_HUMAN	H6PD	791	Homo sapiens	1:Experimental evidence at protein level	GDH/6PGL endoplasmic bifunctional protein	0.9632	0.9933	1	1	1	1	0	0	1	     0	     0	     0		
sp|P53985|MOT1_HUMAN	P53985	MOT1_HUMAN	SLC16A1	500	Homo sapiens	1:Experimental evidence at protein level	Monocarboxylate transporter 1	0.9632	0.9933	1	1	1	1	0	1	0	     0	     0	     0		
sp|Q9BU23|LMF2_HUMAN	Q9BU23	LMF2_HUMAN	LMF2	707	Homo sapiens	1:Experimental evidence at protein level	Lipase maturation factor 2	0.9632	0.9933	1	2	2	2	0	0	2	     0	     0	     0		
sp|P51570|GALK1_HUMAN	P51570	GALK1_HUMAN	GALK1	392	Homo sapiens	1:Experimental evidence at protein level	Galactokinase	0.9630	0.9933	1	2	2	2	0	1	1	     0	     0	     0		
sp|Q9GZY6|NTAL_HUMAN	Q9GZY6	NTAL_HUMAN	LAT2	243	Homo sapiens	1:Experimental evidence at protein level	Linker for activation of T-cells family member 2	0.9630	0.9932	1	1	1	1	1	0	0	     0	     0	     0		
sp|P17097|ZNF7_HUMAN	P17097	ZNF7_HUMAN	ZNF7	686	Homo sapiens	1:Experimental evidence at protein level	Zinc finger protein 7	0.9629	0.9932	1	1	1	1	0	0	1	     0	     0	     0		
sp|Q13561|DCTN2_HUMAN	Q13561	DCTN2_HUMAN	DCTN2	401	Homo sapiens	1:Experimental evidence at protein level	Dynactin subunit 2	0.9628	0.9932	1	2	2	2	0	0	2	     0	     0	     0		
sp|O15217|GSTA4_HUMAN	O15217	GSTA4_HUMAN	GSTA4	222	Homo sapiens	1:Experimental evidence at protein level	Glutathione S-transferase A4	0.9627	0.9932	1	1	1	1	1	0	0	     0	     0	     0		
sp|Q9H040|SPRTN_HUMAN	Q9H040	SPRTN_HUMAN	SPRTN	489	Homo sapiens	1:Experimental evidence at protein level	DNA-dependent metalloprotease SPRTN	0.9627	0.9932	1	1	1	1	0	1	0	     0	     0	     0		
sp|Q9Y5P8|P2R3B_HUMAN	Q9Y5P8	P2R3B_HUMAN	PPP2R3B	575	Homo sapiens	1:Experimental evidence at protein level	Serine/threonine-protein phosphatase 2A regulatory subunit B'' subunit beta	0.9627	0.9932	1	1	1	1	0	0	1	     0	     0	     0		
sp|Q5VUJ6|LRCH2_HUMAN	Q5VUJ6	LRCH2_HUMAN	LRCH2	765	Homo sapiens	1:Experimental evidence at protein level	Leucine-rich repeat and calponin homology domain-containing protein 2	0.9626	0.9932	1	1	1	1	0	0	1	     0	     0	     0		
sp|P28749|RBL1_HUMAN	P28749	RBL1_HUMAN	RBL1	1068	Homo sapiens	1:Experimental evidence at protein level	Retinoblastoma-like protein 1	0.9625	0.9931	1	1	1	1	0	0	1	     0	     0	     0		
sp|Q7L2H7|EIF3M_HUMAN	Q7L2H7	EIF3M_HUMAN	EIF3M	374	Homo sapiens	1:Experimental evidence at protein level	Eukaryotic translation initiation factor 3 subunit M	0.9625	0.9931	1	1	1	1	0	1	0	     0	     0	     0		
sp|P52756|RBM5_HUMAN	P52756	RBM5_HUMAN	RBM5	815	Homo sapiens	1:Experimental evidence at protein level	RNA-binding protein 5	0.9623	0.9931	1	1	1	1	0	0	1	     0	     0	     0		
sp|Q92871|PMM1_HUMAN	Q92871	PMM1_HUMAN	PMM1	262	Homo sapiens	1:Experimental evidence at protein level	Phosphomannomutase 1	0.9623	0.9931	1	1	1	1	0	0	1	     0	     0	     0		
sp|Q13454|TUSC3_HUMAN	Q13454	TUSC3_HUMAN	TUSC3	348	Homo sapiens	1:Experimental evidence at protein level	Dolichyl-diphosphooligosaccharide--protein glycosyltransferase subunit TUSC3	0.9622	0.9931	1	1	0	1	0	0	1	     0	     0	     0	sp|Q9H0U3|MAGT1_HUMAN	
sp|Q13541|4EBP1_HUMAN	Q13541	4EBP1_HUMAN	EIF4EBP1	118	Homo sapiens	1:Experimental evidence at protein level	Eukaryotic translation initiation factor 4E-binding protein 1	0.9621	0.9931	1	1	1	1	0	0	1	     0	     0	     0		
sp|Q5VWZ2|LYPL1_HUMAN	Q5VWZ2	LYPL1_HUMAN	LYPLAL1	237	Homo sapiens	1:Experimental evidence at protein level	Lysophospholipase-like protein 1	0.9621	0.9931	1	1	1	1	0	0	1	     0	     0	     0		
sp|Q8TAP6|CEP76_HUMAN	Q8TAP6	CEP76_HUMAN	CEP76	659	Homo sapiens	1:Experimental evidence at protein level	Centrosomal protein of 76 kDa	0.9621	0.9931	1	1	1	1	0	1	0	     0	     0	     0		
sp|Q9GZT5|WN10A_HUMAN	Q9GZT5	WN10A_HUMAN	WNT10A	417	Homo sapiens	1:Experimental evidence at protein level	Protein Wnt-10a	0.9620	0.9931	1	1	1	1	0	0	1	     0	     0	     0		
sp|O60602|TLR5_HUMAN	O60602	TLR5_HUMAN	TLR5	858	Homo sapiens	1:Experimental evidence at protein level	Toll-like receptor 5	0.9619	0.9930	1	1	1	1	0	1	0	     0	     0	     0		
sp|Q01831|XPC_HUMAN	Q01831	XPC_HUMAN	XPC	940	Homo sapiens	1:Experimental evidence at protein level	DNA repair protein complementing XP-C cells	0.9619	0.9930	1	1	1	1	0	0	1	     0	     0	     0		
sp|Q96T23|RSF1_HUMAN	Q96T23	RSF1_HUMAN	RSF1	1441	Homo sapiens	1:Experimental evidence at protein level	Remodeling and spacing factor 1	0.9619	0.9930	1	1	1	1	0	1	0	     0	     0	     0		
sp|O94983|CMTA2_HUMAN	O94983	CMTA2_HUMAN	CAMTA2	1202	Homo sapiens	1:Experimental evidence at protein level	Calmodulin-binding transcription activator 2	0.9618	0.9930	1	3	3	3	1	1	1	     0	     0	     0		
sp|P06241|FYN_HUMAN	P06241	FYN_HUMAN	FYN	537	Homo sapiens	1:Experimental evidence at protein level	Tyrosine-protein kinase Fyn	0.9618	0.9867	3	2	2	11	0	0	2	     0	     0	     0		
sp|P54802|ANAG_HUMAN	P54802	ANAG_HUMAN	NAGLU	743	Homo sapiens	1:Experimental evidence at protein level	Alpha-N-acetylglucosaminidase	0.9618	0.9930	1	1	1	1	0	1	0	     0	     0	     0		
sp|Q8N6F7|GCSAM_HUMAN	Q8N6F7	GCSAM_HUMAN	GCSAM	178	Homo sapiens	1:Experimental evidence at protein level	Germinal center-associated signaling and motility protein	0.9617	0.9930	1	1	1	1	0	0	1	     0	     0	     0		
sp|Q8TCT7|SPP2B_HUMAN	Q8TCT7	SPP2B_HUMAN	SPPL2B	592	Homo sapiens	1:Experimental evidence at protein level	Signal peptide peptidase-like 2B	0.9617	0.9930	1	1	1	1	1	0	0	     0	     0	     0		
sp|Q9NW75|GPTC2_HUMAN	Q9NW75	GPTC2_HUMAN	GPATCH2	528	Homo sapiens	1:Experimental evidence at protein level	G patch domain-containing protein 2	0.9617	0.9930	1	1	1	1	0	0	1	     0	     0	     0		
sp|P49354|FNTA_HUMAN	P49354	FNTA_HUMAN	FNTA	379	Homo sapiens	1:Experimental evidence at protein level	Protein farnesyltransferase/geranylgeranyltransferase type-1 subunit alpha	0.9616	0.9930	1	1	1	1	0	0	1	     0	     0	     0		
sp|Q14703|MBTP1_HUMAN	Q14703	MBTP1_HUMAN	MBTPS1	1052	Homo sapiens	1:Experimental evidence at protein level	Membrane-bound transcription factor site-1 protease	0.9616	0.9930	1	1	1	1	0	1	0	     0	     0	     0		
sp|Q96EX2|RNFT2_HUMAN	Q96EX2	RNFT2_HUMAN	RNFT2	444	Homo sapiens	1:Experimental evidence at protein level	E3 ubiquitin-protein ligase RNFT2	0.9616	0.9930	1	2	2	2	1	1	0	     0	     0	     0		
sp|Q13363|CTBP1_HUMAN	Q13363	CTBP1_HUMAN	CTBP1	440	Homo sapiens	1:Experimental evidence at protein level	C-terminal-binding protein 1	0.9614	0.9929	1	1	1	1	0	0	1	     0	     0	     0		
sp|Q9NXX6|NSE4A_HUMAN	Q9NXX6	NSE4A_HUMAN	NSMCE4A	385	Homo sapiens	1:Experimental evidence at protein level	Non-structural maintenance of chromosomes element 4 homolog A	0.9614	0.9929	1	1	1	1	0	0	1	     0	     0	     0		
sp|A8MW92|P20L1_HUMAN	A8MW92	P20L1_HUMAN	PHF20L1	1017	Homo sapiens	1:Experimental evidence at protein level	PHD finger protein 20-like protein 1	0.9613	0.9929	1	1	1	1	0	0	1	     0	     0	     0		
sp|O00299|CLIC1_HUMAN	O00299	CLIC1_HUMAN	CLIC1	241	Homo sapiens	1:Experimental evidence at protein level	Chloride intracellular channel protein 1	0.9613	0.9929	1	1	1	1	0	1	0	     0	     0	     0		
sp|Q9HD42|CHM1A_HUMAN	Q9HD42	CHM1A_HUMAN	CHMP1A	196	Homo sapiens	1:Experimental evidence at protein level	Charged multivesicular body protein 1a	0.9613	0.9929	1	1	1	1	0	0	1	     0	     0	     0		
sp|Q8NCY6|MSD4_HUMAN	Q8NCY6	MSD4_HUMAN	MSANTD4	345	Homo sapiens	1:Experimental evidence at protein level	Myb/SANT-like DNA-binding domain-containing protein 4	0.9612	0.9929	1	1	1	1	0	0	1	     0	     0	     0		
sp|P00395|COX1_HUMAN	P00395	COX1_HUMAN	MT-CO1	513	Homo sapiens	1:Experimental evidence at protein level	Cytochrome c oxidase subunit 1	0.9611	0.9929	1	5	5	5	1	2	2	     0	     0	     0		
sp|P18577|RHCE_HUMAN	P18577	RHCE_HUMAN	RHCE	417	Homo sapiens	1:Experimental evidence at protein level	Blood group Rh(CE) polypeptide	0.9609	0.9928	1	1	1	1	0	1	0	     0	     0	     0		
sp|Q13615|MTMR3_HUMAN	Q13615	MTMR3_HUMAN	MTMR3	1198	Homo sapiens	1:Experimental evidence at protein level	Phosphatidylinositol-3,5-bisphosphate 3-phosphatase MTMR3	0.9608	0.9928	1	1	1	1	0	1	0	     0	     0	     0		
sp|Q14241|ELOA1_HUMAN	Q14241	ELOA1_HUMAN	ELOA	772	Homo sapiens	1:Experimental evidence at protein level	Elongin-A	0.9608	0.9928	1	1	1	1	0	0	1	     0	     0	     0		
sp|P0C024|NUDT7_HUMAN	P0C024	NUDT7_HUMAN	NUDT7	238	Homo sapiens	1:Experimental evidence at protein level	Peroxisomal coenzyme A diphosphatase NUDT7	0.9607	0.9928	1	2	2	2	0	1	1	     0	     0	     0		
sp|Q86UP2|KTN1_HUMAN	Q86UP2	KTN1_HUMAN	KTN1	1357	Homo sapiens	1:Experimental evidence at protein level	Kinectin	0.9607	0.9928	1	1	1	1	0	0	1	     0	     0	     0		
sp|Q12894|IFRD2_HUMAN	Q12894	IFRD2_HUMAN	IFRD2	442	Homo sapiens	1:Experimental evidence at protein level	Interferon-related developmental regulator 2	0.9606	0.9928	1	1	1	1	0	0	1	     0	     0	     0		
sp|O95164|UBL3_HUMAN	O95164	UBL3_HUMAN	UBL3	117	Homo sapiens	1:Experimental evidence at protein level	Ubiquitin-like protein 3	0.9605	0.9928	1	1	1	1	0	0	1	     0	     0	     0		
sp|Q15361|TTF1_HUMAN	Q15361	TTF1_HUMAN	TTF1	905	Homo sapiens	1:Experimental evidence at protein level	Transcription termination factor 1	0.9604	0.9928	1	2	2	2	1	1	0	     0	     0	     0		
sp|Q15382|RHEB_HUMAN	Q15382	RHEB_HUMAN	RHEB	184	Homo sapiens	1:Experimental evidence at protein level	GTP-binding protein Rheb	0.9603	0.9927	1	1	1	1	0	0	1	     0	     0	     0		
sp|O14503|BHE40_HUMAN	O14503	BHE40_HUMAN	BHLHE40	412	Homo sapiens	1:Experimental evidence at protein level	Class E basic helix-loop-helix protein 40	0.9601	0.9927	1	1	1	1	0	0	1	     0	     0	     0		
sp|O95807|TM50A_HUMAN	O95807	TM50A_HUMAN	TMEM50A	157	Homo sapiens	1:Experimental evidence at protein level	Transmembrane protein 50A	0.9601	0.9927	1	3	3	3	1	1	1	     0	     0	     0		
sp|Q6L8Q7|PDE12_HUMAN	Q6L8Q7	PDE12_HUMAN	PDE12	609	Homo sapiens	1:Experimental evidence at protein level	2',5'-phosphodiesterase 12	0.9601	0.9927	1	1	1	1	0	0	1	     0	     0	     0		
sp|Q8TCX1|DC2L1_HUMAN	Q8TCX1	DC2L1_HUMAN	DYNC2LI1	351	Homo sapiens	1:Experimental evidence at protein level	Cytoplasmic dynein 2 light intermediate chain 1	0.9601	0.9927	1	1	1	1	0	1	0	     0	     0	     0		
sp|Q96C00|ZBTB9_HUMAN	Q96C00	ZBTB9_HUMAN	ZBTB9	473	Homo sapiens	1:Experimental evidence at protein level	Zinc finger and BTB domain-containing protein 9	0.9601	0.9927	1	1	1	1	0	1	0	     0	     0	     0		
sp|P55042|RAD_HUMAN	P55042	RAD_HUMAN	RRAD	308	Homo sapiens	1:Experimental evidence at protein level	GTP-binding protein RAD	0.9599	0.9927	1	1	1	1	0	0	1	     0	     0	     0		
sp|P56192|SYMC_HUMAN	P56192	SYMC_HUMAN	MARS1	900	Homo sapiens	1:Experimental evidence at protein level	Methionine--tRNA ligase, cytoplasmic	0.9599	0.9927	1	3	3	3	1	1	1	     0	     0	     0		
sp|Q6GYQ0|RGPA1_HUMAN	Q6GYQ0	RGPA1_HUMAN	RALGAPA1	2036	Homo sapiens	1:Experimental evidence at protein level	Ral GTPase-activating protein subunit alpha-1	0.9599	0.9927	1	1	1	1	0	1	0	     0	     0	     0		
sp|Q9UHL4|DPP2_HUMAN	Q9UHL4	DPP2_HUMAN	DPP7	492	Homo sapiens	1:Experimental evidence at protein level	Dipeptidyl peptidase 2	0.9599	0.9927	1	2	2	2	0	1	1	     0	     0	     0		
sp|Q16186|ADRM1_HUMAN	Q16186	ADRM1_HUMAN	ADRM1	407	Homo sapiens	1:Experimental evidence at protein level	Proteasomal ubiquitin receptor ADRM1	0.9596	0.9926	1	1	1	1	0	1	0	     0	     0	     0		
sp|Q17R98|ZN827_HUMAN	Q17R98	ZN827_HUMAN	ZNF827	1081	Homo sapiens	1:Experimental evidence at protein level	Zinc finger protein 827	0.9596	0.9926	1	1	1	1	0	0	1	     0	     0	     0		
sp|Q9UPN9|TRI33_HUMAN	Q9UPN9	TRI33_HUMAN	TRIM33	1127	Homo sapiens	1:Experimental evidence at protein level	E3 ubiquitin-protein ligase TRIM33	0.9596	0.9926	1	1	1	1	0	1	0	     0	     0	     0		
sp|Q9NPA0|EMC7_HUMAN	Q9NPA0	EMC7_HUMAN	EMC7	242	Homo sapiens	1:Experimental evidence at protein level	Endoplasmic reticulum membrane protein complex subunit 7	0.9595	0.9926	1	1	1	1	0	1	0	     0	     0	     0		
sp|P14625|ENPL_HUMAN	P14625	ENPL_HUMAN	HSP90B1	803	Homo sapiens	1:Experimental evidence at protein level	Endoplasmin	0.9592	0.9925	1	1	1	1	0	0	1	     0	     0	     0		
sp|O60307|MAST3_HUMAN	O60307	MAST3_HUMAN	MAST3	1309	Homo sapiens	1:Experimental evidence at protein level	Microtubule-associated serine/threonine-protein kinase 3	0.9591	0.9925	1	1	1	1	0	0	1	     0	     0	     0		
sp|Q9H3H3|CK068_HUMAN	Q9H3H3	CK068_HUMAN	C11orf68	292	Homo sapiens	1:Experimental evidence at protein level	UPF0696 protein C11orf68	0.9590	0.9925	1	2	2	2	0	1	1	     0	     0	     0		
sp|Q96BI1|S67A1_HUMAN	Q96BI1	S67A1_HUMAN	SLC67A1	424	Homo sapiens	1:Experimental evidence at protein level	Solute carrier family 67 member A1	0.9588	0.9925	1	1	1	1	0	0	1	     0	     0	     0		
sp|O75153|CLU_HUMAN	O75153	CLU_HUMAN	CLUH	1309	Homo sapiens	1:Experimental evidence at protein level	Clustered mitochondria protein homolog	0.9586	0.9924	1	1	1	1	0	0	1	     0	     0	     0		
sp|Q9BTT4|MED10_HUMAN	Q9BTT4	MED10_HUMAN	MED10	135	Homo sapiens	1:Experimental evidence at protein level	Mediator of RNA polymerase II transcription subunit 10	0.9586	0.9924	1	2	2	2	0	1	1	     0	     0	     0		
sp|P50539|MXI1_HUMAN	P50539	MXI1_HUMAN	MXI1	228	Homo sapiens	1:Experimental evidence at protein level	Max-interacting protein 1	0.9584	0.9924	1	1	1	1	0	1	0	     0	     0	     0		
sp|O75820|ZN189_HUMAN	O75820	ZN189_HUMAN	ZNF189	626	Homo sapiens	1:Experimental evidence at protein level	Zinc finger protein 189	0.9582	0.9923	1	3	3	3	1	1	1	     0	     0	     0		
sp|P00519|ABL1_HUMAN	P00519	ABL1_HUMAN	ABL1	1130	Homo sapiens	1:Experimental evidence at protein level	Tyrosine-protein kinase ABL1	0.9582	0.9923	1	1	1	1	0	1	0	     0	     0	     0		
sp|Q01081|U2AF1_HUMAN	Q01081	U2AF1_HUMAN	U2AF1	240	Homo sapiens	1:Experimental evidence at protein level	Splicing factor U2AF 35 kDa subunit	0.9582	0.9923	1	3	3	3	0	1	2	     0	     0	     0		
sp|O94806|KPCD3_HUMAN	O94806	KPCD3_HUMAN	PRKD3	890	Homo sapiens	1:Experimental evidence at protein level	Serine/threonine-protein kinase D3	0.9581	0.9923	1	1	1	1	0	1	0	     0	     0	     0		
sp|P57060|RWD2B_HUMAN	P57060	RWD2B_HUMAN	RWDD2B	319	Homo sapiens	1:Experimental evidence at protein level	RWD domain-containing protein 2B	0.9581	0.9923	1	1	1	1	0	1	0	     0	     0	     0		
sp|Q7Z4S6|KI21A_HUMAN	Q7Z4S6	KI21A_HUMAN	KIF21A	1674	Homo sapiens	1:Experimental evidence at protein level	Kinesin-like protein KIF21A	0.9581	0.9923	1	1	1	1	0	1	0	     0	     0	     0		
sp|Q9GZR2|REXO4_HUMAN	Q9GZR2	REXO4_HUMAN	REXO4	422	Homo sapiens	1:Experimental evidence at protein level	RNA exonuclease 4	0.9581	0.9923	1	1	1	1	0	0	1	     0	     0	     0		
sp|O14628|ZN195_HUMAN	O14628	ZN195_HUMAN	ZNF195	629	Homo sapiens	1:Experimental evidence at protein level	Zinc finger protein 195	0.9579	0.9923	1	2	2	2	0	1	1	     0	     0	     0		
