Protein	Protein ID	Entry Name	Gene	Protein Length	Organism	Protein Existence	Description	Protein Probability	Top Peptide Probability	Combined Total Peptides	Combined Spectral Count	Combined Unique Spectral Count	Combined Total Spectral Count	GRLCL_1D_ETHCD Spectral Count	GRLCL_1D_HCD Spectral Count	GRLCL_2D_ETHCD Spectral Count	GRLCL_1D_ETHCD Intensity	GRLCL_1D_HCD Intensity	GRLCL_2D_ETHCD Intensity	Indistinguishable Proteins
SPROHSA171912	SPROHSA171912	SPROHSA171912		78			SPROHSA171912	0.9173	0.9659	1	1	0	1	0	1	0	     0	     0	     0	SPROHSA291944	
SPROHSA124012	SPROHSA124012	SPROHSA124012		54			SPROHSA124012	0.9169	0.9657	1	1	0	1	0	0	1	     0	     0	     0	SPROHSA146889, SPROHSA146894, SPROHSA236889, SPROHSA236890, SPROHSA239057, SPROHSA44136	
SPROHSA176670	SPROHSA176670	SPROHSA176670		49			SPROHSA176670	0.9168	0.9656	1	1	1	1	0	0	1	     0	     0	     0		
SPROHSA221308	SPROHSA221308	SPROHSA221308		97			SPROHSA221308	0.9165	0.9655	1	1	0	1	0	0	1	     0	     0	     0	SPROHSA221309, SPROHSA222682, SPROHSA252432, SPROHSA252433, SPROHSA288109, SPROHSA295024, SPROHSA295025, SPROHSA6816	
SPROHSA107776	SPROHSA107776	SPROHSA107776		60			SPROHSA107776	0.9164	0.9655	1	1	0	1	0	1	0	     0	     0	     0	SPROHSA14072	
SPROHSA118533	SPROHSA118533	SPROHSA118533		96			SPROHSA118533	0.9163	0.9654	1	1	0	1	0	1	0	     0	     0	     0	SPROHSA292112	
SPROHSA353947	SPROHSA353947	SPROHSA353947		80			SPROHSA353947	0.9163	0.9654	1	1	0	1	0	0	1	     0	     0	     0	SPROHSA353948	
SPROHSA105404	SPROHSA105404	SPROHSA105404		96			SPROHSA105404	0.9162	0.9654	1	2	0	2	1	1	0	     0	     0	     0	SPROHSA159415, SPROHSA219627, SPROHSA236067, SPROHSA239860, SPROHSA247629	
SPROHSA103720	SPROHSA103720	SPROHSA103720		66			SPROHSA103720	0.9161	0.9653	1	1	0	1	0	0	1	     0	     0	     0	SPROHSA114750, SPROHSA137012, SPROHSA140791, SPROHSA188210, SPROHSA225508, SPROHSA231789	
SPROHSA124486	SPROHSA124486	SPROHSA124486		83			SPROHSA124486	0.9161	0.9653	1	1	0	1	0	0	1	     0	     0	     0	SPROHSA124487, SPROHSA177282, SPROHSA213360, SPROHSA213361, SPROHSA223046, SPROHSA261433, SPROHSA261434, SPROHSA314265, SPROHSA314266, SPROHSA323853, SPROHSA323854	
SPROHSA129673	SPROHSA129673	SPROHSA129673		74			SPROHSA129673	0.9160	0.9653	1	1	0	1	0	0	1	     0	     0	     0	SPROHSA253009, SPROHSA278700, SPROHSA297424, SPROHSA30508, SPROHSA30509, SPROHSA31872, SPROHSA32113, SPROHSA330659, SPROHSA36918, SPROHSA36919, SPROHSA387165, SPROHSA387166	
SPROHSA121157	SPROHSA121157	SPROHSA121157		95			SPROHSA121157	0.9159	0.9652	1	1	0	1	0	0	1	     0	     0	     0	SPROHSA212480, SPROHSA301453, SPROHSA88774	
SPROHSA116380	SPROHSA116380	SPROHSA116380		85			SPROHSA116380	0.9158	0.9652	1	1	0	1	0	0	1	     0	     0	     0	SPROHSA297021	
SPROHSA171522	SPROHSA171522	SPROHSA171522		57			SPROHSA171522	0.9158	0.9652	1	1	0	1	0	1	0	     0	     0	     0	SPROHSA246311, SPROHSA277676	
SPROHSA318965	SPROHSA318965	SPROHSA318965		77			SPROHSA318965	0.9158	0.9652	1	1	0	1	0	0	1	     0	     0	     0	SPROHSA374780, SPROHSA383923	
SPROHSA79698	SPROHSA79698	SPROHSA79698		93			SPROHSA79698	0.9157	0.9652	1	3	0	3	1	1	1	     0	     0	     0	SPROHSA79699	
SPROHSA212983	SPROHSA212983	SPROHSA212983		68			SPROHSA212983	0.9153	0.9650	1	2	0	2	0	1	1	     0	     0	     0	SPROHSA5583	
SPROHSA294743	SPROHSA294743	SPROHSA294743		33			SPROHSA294743	0.9148	0.9648	1	1	1	1	0	0	1	     0	     0	     0		
SPROHSA360395	SPROHSA360395	SPROHSA360395		84			SPROHSA360395	0.9148	0.9648	1	1	0	1	0	0	1	     0	     0	     0	SPROHSA41941	
SPROHSA191231	SPROHSA191231	SPROHSA191231		75			SPROHSA191231	0.9146	0.9647	1	1	1	1	0	1	0	     0	     0	     0		
SPROHSA111670	SPROHSA111670	SPROHSA111670		80			SPROHSA111670	0.9145	0.9646	1	1	0	1	0	1	0	     0	     0	     0	SPROHSA111671, SPROHSA111672, SPROHSA111673, SPROHSA130462, SPROHSA145469, SPROHSA180001, SPROHSA19274, SPROHSA19275, SPROHSA19276, SPROHSA19277, SPROHSA307568, SPROHSA330044, SPROHSA330045, SPROHSA330046, SPROHSA330875, SPROHSA332882, SPROHSA332883, SPROHSA335485, SPROHSA335486, SPROHSA335487, SPROHSA335488, SPROHSA348685, SPROHSA3916, SPROHSA3917, SPROHSA3918, SPROHSA65641	
SPROHSA174442	SPROHSA174442	SPROHSA174442		47			SPROHSA174442	0.9144	0.9646	1	1	0	1	1	0	0	     0	     0	     0	SPROHSA174443, SPROHSA281069, SPROHSA281070, SPROHSA82160, SPROHSA82161	
SPROHSA102502	SPROHSA102502	SPROHSA102502		28			SPROHSA102502	0.9143	0.9646	1	1	0	1	0	0	1	     0	     0	     0	SPROHSA10796, SPROHSA119414, SPROHSA120429, SPROHSA218582, SPROHSA282734, SPROHSA31114, SPROHSA318435, SPROHSA320070, SPROHSA33491, SPROHSA39520, SPROHSA5503, SPROHSA77470	
SPROHSA210903	SPROHSA210903	SPROHSA210903		64			SPROHSA210903	0.9143	0.9645	1	1	1	1	0	0	1	     0	     0	     0		
SPROHSA287681	SPROHSA287681	SPROHSA287681		91			SPROHSA287681	0.9143	0.9646	1	1	1	1	0	1	0	     0	     0	     0		
SPROHSA81358	SPROHSA81358	SPROHSA81358		65			SPROHSA81358	0.9142	0.9645	1	1	1	1	0	0	1	     0	     0	     0		
SPROHSA115360	SPROHSA115360	SPROHSA115360		66			SPROHSA115360	0.9134	0.9642	1	2	0	2	1	1	0	     0	     0	     0	SPROHSA115361, SPROHSA115362, SPROHSA151191, SPROHSA151192, SPROHSA230761, SPROHSA255295, SPROHSA255296, SPROHSA294459, SPROHSA294460, SPROHSA294461, SPROHSA316913, SPROHSA316914, SPROHSA326748, SPROHSA326749, SPROHSA337018, SPROHSA337019, SPROHSA337020, SPROHSA357984	
SPROHSA135104	SPROHSA135104	SPROHSA135104		99			SPROHSA135104	0.9132	0.9641	1	1	0	1	0	1	0	     0	     0	     0	SPROHSA135105, SPROHSA144662, SPROHSA144663, SPROHSA224015, SPROHSA224016, SPROHSA278427, SPROHSA278428, SPROHSA360207	
SPROHSA151687	SPROHSA151687	SPROHSA151687		79			SPROHSA151687	0.9127	0.9638	1	1	0	1	1	0	0	     0	     0	     0	SPROHSA91769	
SPROHSA35211	SPROHSA35211	SPROHSA35211		24			SPROHSA35211	0.9126	0.9638	1	1	1	1	0	0	1	     0	     0	     0		
SPROHSA12078	SPROHSA12078	SPROHSA12078		67			SPROHSA12078	0.9124	0.9637	1	3	0	3	1	1	1	     0	     0	     0	SPROHSA225301, SPROHSA252217, SPROHSA320946	
SPROHSA167471	SPROHSA167471	SPROHSA167471		92			SPROHSA167471	0.9122	0.9637	1	1	0	1	0	1	0	     0	     0	     0	SPROHSA167472, SPROHSA167473, SPROHSA167474, SPROHSA199392, SPROHSA199393, SPROHSA199394, SPROHSA199395	
SPROHSA120236	SPROHSA120236	SPROHSA120236		96			SPROHSA120236	0.9121	0.9636	1	1	0	1	0	1	0	     0	     0	     0	SPROHSA131349, SPROHSA225149	
SPROHSA91573	SPROHSA91573	SPROHSA91573		38			SPROHSA91573	0.9121	0.9636	1	2	2	2	1	1	0	     0	     0	     0		
SPROHSA119471	SPROHSA119471	SPROHSA119471		83			SPROHSA119471	0.9120	0.9636	1	1	0	1	0	0	1	     0	     0	     0	SPROHSA125111, SPROHSA125112, SPROHSA357659, SPROHSA357660	
SPROHSA128232	SPROHSA128232	SPROHSA128232		55			SPROHSA128232	0.9119	0.9635	1	1	0	1	0	0	1	     0	     0	     0	SPROHSA157990, SPROHSA76761	
SPROHSA141970	SPROHSA141970	SPROHSA141970		91			SPROHSA141970	0.9119	0.9635	1	1	0	1	0	1	0	     0	     0	     0	SPROHSA143400, SPROHSA143401, SPROHSA22889, SPROHSA254655, SPROHSA328426, SPROHSA3978	
SPROHSA103800	SPROHSA103800	SPROHSA103800		79			SPROHSA103800	0.9115	0.9633	1	2	0	2	0	1	1	     0	     0	     0	SPROHSA11234, SPROHSA11235, SPROHSA11236, SPROHSA11237, SPROHSA11238, SPROHSA145844, SPROHSA145845, SPROHSA145846, SPROHSA145847, SPROHSA145848, SPROHSA145849, SPROHSA159865, SPROHSA159866, SPROHSA159867, SPROHSA159868, SPROHSA224419, SPROHSA224420, SPROHSA224421, SPROHSA224422, SPROHSA224423, SPROHSA224424, SPROHSA236319, SPROHSA236320, SPROHSA236321, SPROHSA236322, SPROHSA264977, SPROHSA264978, SPROHSA264979, SPROHSA264980, SPROHSA264981, SPROHSA264982, SPROHSA278319, SPROHSA375680, SPROHSA375681, SPROHSA375682, SPROHSA375683, SPROHSA89925, SPROHSA89926, SPROHSA89927, SPROHSA89928, SPROHSA89929, SPROHSA89930	
SPROHSA111306	SPROHSA111306	SPROHSA111306		67			SPROHSA111306	0.9114	0.9633	1	1	0	1	0	1	0	     0	     0	     0	SPROHSA237104, SPROHSA296062, SPROHSA300750, SPROHSA341226, SPROHSA365116, SPROHSA4483	
SPROHSA167891	SPROHSA167891	SPROHSA167891		26			SPROHSA167891	0.9113	0.9633	1	1	0	1	0	0	1	     0	     0	     0	SPROHSA216140	
SPROHSA127166	SPROHSA127166	SPROHSA127166		33			SPROHSA127166	0.9109	0.9631	1	2	0	2	0	0	2	     0	     0	     0	SPROHSA157960, SPROHSA255283, SPROHSA273729, SPROHSA33772, SPROHSA91891	
SPROHSA19508	SPROHSA19508	SPROHSA19508		20			SPROHSA19508	0.9109	0.9631	1	1	0	1	0	1	0	     0	     0	     0	SPROHSA19509, SPROHSA19510, SPROHSA243848, SPROHSA243849, SPROHSA248747, SPROHSA252243, SPROHSA252244, SPROHSA64246, SPROHSA64247	
SPROHSA365725	SPROHSA365725	SPROHSA365725		97			SPROHSA365725	0.9105	0.9629	1	1	1	1	0	0	1	     0	     0	     0		
SPROHSA292829	SPROHSA292829	SPROHSA292829		92			SPROHSA292829	0.9103	0.9628	1	2	2	2	0	1	1	     0	     0	     0		
SPROHSA114351	SPROHSA114351	SPROHSA114351		46			SPROHSA114351	0.9102	0.9628	1	1	0	1	0	1	0	     0	     0	     0	SPROHSA195580, SPROHSA354681, SPROHSA36431	
SPROHSA122474	SPROHSA122474	SPROHSA122474		87			SPROHSA122474	0.9102	0.9628	1	1	0	1	0	0	1	     0	     0	     0	SPROHSA353132	
SPROHSA142500	SPROHSA142500	SPROHSA142500		95			SPROHSA142500	0.9097	0.9625	1	3	0	3	1	2	0	     0	     0	     0	SPROHSA147070, SPROHSA29100, SPROHSA30736	
SPROHSA221398	SPROHSA221398	SPROHSA221398		42			SPROHSA221398	0.9097	0.9626	1	1	0	1	1	0	0	     0	     0	     0	SPROHSA245795, SPROHSA390348, SPROHSA84149	
SPROHSA321193	SPROHSA321193	SPROHSA321193		28			SPROHSA321193	0.9095	0.9624	1	2	0	2	1	0	1	     0	     0	     0	SPROHSA324486	
SPROHSA196496	SPROHSA196496	SPROHSA196496		74			SPROHSA196496	0.9091	0.9623	1	2	0	2	1	1	0	     0	     0	     0	SPROHSA196497, SPROHSA196498, SPROHSA295321, SPROHSA295322	
SPROHSA200650	SPROHSA200650	SPROHSA200650		79			SPROHSA200650	0.9091	0.9623	1	1	0	1	0	1	0	     0	     0	     0	SPROHSA276200, SPROHSA45415	
SPROHSA253069	SPROHSA253069	SPROHSA253069		69			SPROHSA253069	0.9090	0.9622	1	1	0	1	0	0	1	     0	     0	     0	SPROHSA288225, SPROHSA41501, SPROHSA67152	
SPROHSA288211	SPROHSA288211	SPROHSA288211		96			SPROHSA288211	0.9086	0.9621	1	1	1	1	0	1	0	     0	     0	     0		
SPROHSA205960	SPROHSA205960	SPROHSA205960		85			SPROHSA205960	0.9083	0.9619	1	1	1	1	0	1	0	     0	     0	     0		
SPROHSA384752	SPROHSA384752	SPROHSA384752		98			SPROHSA384752	0.9081	0.9619	1	1	1	1	0	1	0	     0	     0	     0		
SPROHSA104116	SPROHSA104116	SPROHSA104116		58			SPROHSA104116	0.9079	0.9618	1	1	0	1	1	0	0	     0	     0	     0	SPROHSA207485, SPROHSA331212	
SPROHSA142644	SPROHSA142644	SPROHSA142644		92			SPROHSA142644	0.9078	0.9617	1	1	1	1	0	0	1	     0	     0	     0		
SPROHSA229551	SPROHSA229551	SPROHSA229551		62			SPROHSA229551	0.9078	0.9617	1	1	0	1	0	0	1	     0	     0	     0	SPROHSA369130	
SPROHSA14324	SPROHSA14324	SPROHSA14324		48			SPROHSA14324	0.9074	0.9615	1	1	0	1	0	0	1	     0	     0	     0	SPROHSA14325, SPROHSA14326, SPROHSA14327, SPROHSA14328, SPROHSA216548, SPROHSA216549, SPROHSA216550, SPROHSA216551, SPROHSA216552, SPROHSA237531, SPROHSA316981, SPROHSA99006, SPROHSA99007, SPROHSA99008, SPROHSA99009, SPROHSA99010, SPROHSA99011	
SPROHSA237142	SPROHSA237142	SPROHSA237142		99			SPROHSA237142	0.9070	0.9614	1	1	0	1	0	0	1	     0	     0	     0	SPROHSA26842, SPROHSA332393, SPROHSA337748, SPROHSA345408, SPROHSA47480	
SPROHSA144869	SPROHSA144869	SPROHSA144869		93			SPROHSA144869	0.9068	0.9613	1	1	0	1	0	0	1	     0	     0	     0	SPROHSA14750, SPROHSA273661, SPROHSA29272, SPROHSA313030, SPROHSA32391, SPROHSA3816, SPROHSA64714	
SPROHSA164020	SPROHSA164020	SPROHSA164020		78			SPROHSA164020	0.9067	0.9612	1	1	1	1	0	0	1	     0	     0	     0		
SPROHSA195166	SPROHSA195166	SPROHSA195166		28			SPROHSA195166	0.9066	0.9612	1	1	1	1	0	0	1	     0	     0	     0		
SPROHSA106982	SPROHSA106982	SPROHSA106982		41			SPROHSA106982	0.9062	0.9610	1	1	0	1	0	0	1	     0	     0	     0	SPROHSA108463, SPROHSA208545, SPROHSA33814	
SPROHSA237164	SPROHSA237164	SPROHSA237164		89			SPROHSA237164	0.9061	0.9609	1	1	0	1	0	0	1	     0	     0	     0	SPROHSA244567	
SPROHSA238883	SPROHSA238883	SPROHSA238883		98			SPROHSA238883	0.9060	0.9609	1	1	1	1	0	1	0	     0	     0	     0		
SPROHSA119275	SPROHSA119275	SPROHSA119275		47			SPROHSA119275	0.9059	0.9609	1	1	0	1	0	0	1	     0	     0	     0	SPROHSA210629, SPROHSA361907	
SPROHSA200271	SPROHSA200271	SPROHSA200271		67			SPROHSA200271	0.9057	0.9608	1	1	0	1	0	0	1	     0	     0	     0	SPROHSA223838	
SPROHSA100859	SPROHSA100859	SPROHSA100859		93			SPROHSA100859	0.9056	0.9607	1	2	0	2	0	1	1	     0	     0	     0	SPROHSA202799, SPROHSA286664	
SPROHSA15525	SPROHSA15525	SPROHSA15525		55			SPROHSA15525	0.9055	0.9607	1	1	0	1	0	0	1	     0	     0	     0	SPROHSA162630, SPROHSA294129, SPROHSA32310	
SPROHSA165532	SPROHSA165532	SPROHSA165532		99			SPROHSA165532	0.9050	0.9605	1	1	0	1	0	0	1	     0	     0	     0	SPROHSA178305	
SPROHSA244451	SPROHSA244451	SPROHSA244451		90			SPROHSA244451	0.9048	0.9604	1	2	0	2	1	1	0	     0	     0	     0	SPROHSA269169, SPROHSA269170, SPROHSA269171, SPROHSA305335, SPROHSA320999, SPROHSA321000, SPROHSA328719, SPROHSA328720, SPROHSA345972, SPROHSA345973, SPROHSA374214, SPROHSA374215	
SPROHSA116465	SPROHSA116465	SPROHSA116465		71			SPROHSA116465	0.9046	0.9603	1	1	0	1	0	1	0	     0	     0	     0	SPROHSA116466, SPROHSA118973, SPROHSA118974, SPROHSA16964, SPROHSA16965, SPROHSA221280, SPROHSA256956, SPROHSA365562, SPROHSA47496, SPROHSA47497	
SPROHSA310746	SPROHSA310746	SPROHSA310746		81			SPROHSA310746	0.9046	0.9603	1	1	1	1	0	1	0	     0	     0	     0		
SPROHSA126177	SPROHSA126177	SPROHSA126177		98			SPROHSA126177	0.9044	0.9602	1	1	0	1	0	0	1	     0	     0	     0	SPROHSA252621, SPROHSA343985	
SPROHSA202560	SPROHSA202560	SPROHSA202560		34			SPROHSA202560	0.9043	0.9602	1	1	0	1	0	1	0	     0	     0	     0	SPROHSA51843	
SPROHSA126779	SPROHSA126779	SPROHSA126779		93			SPROHSA126779	0.9042	0.9601	1	4	0	4	2	1	1	     0	     0	     0	SPROHSA186236	
SPROHSA244751	SPROHSA244751	SPROHSA244751		96			SPROHSA244751	0.9041	0.9601	1	1	0	1	0	1	0	     0	     0	     0	SPROHSA361061, SPROHSA376165	
SPROHSA337912	SPROHSA337912	SPROHSA337912		74			SPROHSA337912	0.9041	0.9601	1	1	1	1	0	1	0	     0	     0	     0		
SPROHSA194894	SPROHSA194894	SPROHSA194894		38			SPROHSA194894	0.9040	0.9600	1	1	0	1	0	1	0	     0	     0	     0	SPROHSA276128, SPROHSA335348	
SPROHSA101553	SPROHSA101553	SPROHSA101553		73			SPROHSA101553	0.9039	0.9600	1	1	0	1	0	1	0	     0	     0	     0	SPROHSA178268, SPROHSA260558, SPROHSA260559, SPROHSA330312, SPROHSA330313, SPROHSA33211, SPROHSA33212, SPROHSA370296, SPROHSA370297, SPROHSA370298, SPROHSA4465, SPROHSA4466	
SPROHSA138671	SPROHSA138671	SPROHSA138671		27			SPROHSA138671	0.9038	0.9599	1	1	1	1	0	0	1	     0	     0	     0		
SPROHSA331962	SPROHSA331962	SPROHSA331962		83			SPROHSA331962	0.9038	0.9599	1	2	2	2	0	0	2	     0	     0	     0		
SPROHSA137040	SPROHSA137040	SPROHSA137040		28			SPROHSA137040	0.9037	0.9599	1	1	0	1	0	1	0	     0	     0	     0	SPROHSA244455, SPROHSA98517	
SPROHSA170902	SPROHSA170902	SPROHSA170902		81			SPROHSA170902	0.9035	0.9598	1	1	0	1	0	0	1	     0	     0	     0	SPROHSA170903, SPROHSA170904, SPROHSA170905, SPROHSA178062, SPROHSA178063, SPROHSA178064, SPROHSA178065, SPROHSA206227, SPROHSA206228, SPROHSA206229, SPROHSA206230, SPROHSA230734, SPROHSA239415, SPROHSA240688, SPROHSA240689, SPROHSA240690, SPROHSA240691, SPROHSA240692, SPROHSA240693, SPROHSA247831, SPROHSA247832	
SPROHSA198966	SPROHSA198966	SPROHSA198966		36			SPROHSA198966	0.9035	0.9598	1	1	0	1	0	0	1	     0	     0	     0	SPROHSA77084	
SPROHSA111944	SPROHSA111944	SPROHSA111944		89			SPROHSA111944	0.9034	0.9598	1	1	0	1	0	0	1	     0	     0	     0	SPROHSA139103	
SPROHSA96669	SPROHSA96669	SPROHSA96669		88			SPROHSA96669	0.9033	0.9597	1	1	1	1	0	0	1	     0	     0	     0		
SPROHSA66215	SPROHSA66215	SPROHSA66215		67			SPROHSA66215	0.9032	0.9597	1	1	1	1	0	1	0	     0	     0	     0		
SPROHSA41432	SPROHSA41432	SPROHSA41432		41			SPROHSA41432	0.9031	0.9596	1	1	1	1	0	0	1	     0	     0	     0		
SPROHSA135492	SPROHSA135492	SPROHSA135492		87			SPROHSA135492	0.9022	0.9592	1	1	0	1	0	0	1	     0	     0	     0	SPROHSA348318	
SPROHSA284852	SPROHSA284852	SPROHSA284852		86			SPROHSA284852	0.9022	0.9593	1	1	0	1	0	1	0	     0	     0	     0	SPROHSA364062	
SPROHSA121955	SPROHSA121955	SPROHSA121955		61			SPROHSA121955	0.9021	0.9592	1	1	0	1	0	0	1	     0	     0	     0	SPROHSA165480, SPROHSA254682, SPROHSA341949	
SPROHSA119100	SPROHSA119100	SPROHSA119100		96			SPROHSA119100	0.9020	0.9591	1	1	0	1	0	0	1	     0	     0	     0	SPROHSA14895, SPROHSA198349, SPROHSA292995, SPROHSA30028, SPROHSA3179, SPROHSA6776	
SPROHSA274317	SPROHSA274317	SPROHSA274317		32			SPROHSA274317	0.9020	0.9591	1	1	0	1	1	0	0	     0	     0	     0	SPROHSA351818, SPROHSA373089, SPROHSA374496, SPROHSA384712	
SPROHSA50713	SPROHSA50713	SPROHSA50713		21			SPROHSA50713	0.9020	0.9592	1	1	1	1	0	0	1	     0	     0	     0		
SPROHSA224067	SPROHSA224067	SPROHSA224067		24			SPROHSA224067	0.9019	0.9591	1	1	0	1	0	1	0	     0	     0	     0	SPROHSA247429, SPROHSA371589	
SPROHSA126832	SPROHSA126832	SPROHSA126832		87			SPROHSA126832	0.9017	0.9590	1	1	0	1	0	1	0	     0	     0	     0	SPROHSA140405, SPROHSA189047, SPROHSA20964, SPROHSA31013, SPROHSA55654	
SPROHSA258509	SPROHSA258509	SPROHSA258509		90			SPROHSA258509	0.9016	0.9590	1	2	0	2	1	0	1	     0	     0	     0	SPROHSA268730, SPROHSA28482, SPROHSA4740	
SPROHSA118115	SPROHSA118115	SPROHSA118115		61			SPROHSA118115	0.9015	0.9589	1	1	0	1	0	0	1	     0	     0	     0	SPROHSA118116, SPROHSA167973, SPROHSA168056, SPROHSA168057, SPROHSA255086, SPROHSA255087, SPROHSA348434, SPROHSA348435, SPROHSA367023, SPROHSA37789, SPROHSA47661, SPROHSA47662	
SPROHSA118579	SPROHSA118579	SPROHSA118579		50			SPROHSA118579	0.9014	0.9589	1	1	0	1	0	1	0	     0	     0	     0	SPROHSA118580, SPROHSA126726, SPROHSA288197, SPROHSA321051, SPROHSA345058, SPROHSA354842, SPROHSA40464, SPROHSA52722	
SPROHSA11020	SPROHSA11020	SPROHSA11020		70			SPROHSA11020	0.9008	0.9586	1	1	0	1	0	1	0	     0	     0	     0	SPROHSA237106, SPROHSA24236, SPROHSA61472	
SPROHSA189871	SPROHSA189871	SPROHSA189871		87			SPROHSA189871	0.9008	0.9586	1	1	0	1	0	1	0	     0	     0	     0	SPROHSA23296, SPROHSA236393, SPROHSA252061, SPROHSA27919, SPROHSA287611, SPROHSA297604, SPROHSA316482	
SPROHSA119548	SPROHSA119548	SPROHSA119548		100			SPROHSA119548	0.9007	0.9586	1	1	0	1	0	0	1	     0	     0	     0	SPROHSA140812, SPROHSA222558, SPROHSA233779, SPROHSA233780, SPROHSA250373, SPROHSA322609, SPROHSA337593, SPROHSA355480, SPROHSA355481, SPROHSA9283	
SPROHSA152649	SPROHSA152649	SPROHSA152649		69			SPROHSA152649	0.9007	0.9586	1	1	0	1	0	0	1	     0	     0	     0	SPROHSA184874, SPROHSA242870, SPROHSA300557, SPROHSA37394	
SPROHSA191329	SPROHSA191329	SPROHSA191329		42			SPROHSA191329	0.9007	0.9586	1	1	0	1	0	0	1	     0	     0	     0	SPROHSA229832, SPROHSA238879, SPROHSA244717, SPROHSA325121, SPROHSA84529	
SPROHSA211541	SPROHSA211541	SPROHSA211541		94			SPROHSA211541	0.9007	0.9586	1	1	1	1	1	0	0	     0	     0	     0		
SPROHSA23625	SPROHSA23625	SPROHSA23625		94			SPROHSA23625	0.9007	0.9586	1	3	0	3	1	1	1	     0	     0	     0	SPROHSA2380, SPROHSA265633, SPROHSA26750, SPROHSA281713, SPROHSA292871, SPROHSA30602, SPROHSA354571, SPROHSA390235	
SPROHSA100736	SPROHSA100736	SPROHSA100736		28			SPROHSA100736	0.9006	0.9585	1	1	0	1	0	0	1	     0	     0	     0	SPROHSA143810, SPROHSA222702, SPROHSA25053, SPROHSA25325, SPROHSA26965, SPROHSA301388, SPROHSA323511, SPROHSA342892, SPROHSA349872, SPROHSA352712, SPROHSA355846, SPROHSA386977, SPROHSA63802, SPROHSA64756	
SPROHSA127994	SPROHSA127994	SPROHSA127994		81			SPROHSA127994	0.9006	0.9585	1	1	1	1	0	1	0	     0	     0	     0		
SPROHSA197561	SPROHSA197561	SPROHSA197561		28			SPROHSA197561	0.9004	0.9584	1	3	0	3	1	1	1	     0	     0	     0	SPROHSA355477, SPROHSA362420, SPROHSA41297	
SPROHSA14510	SPROHSA14510	SPROHSA14510		79			SPROHSA14510	0.9002	0.9583	1	1	0	1	0	1	0	     0	     0	     0	SPROHSA156290, SPROHSA85638	
SPROHSA124819	SPROHSA124819	SPROHSA124819		95			SPROHSA124819	0.8999	0.9582	1	1	0	1	0	0	1	     0	     0	     0	SPROHSA140045, SPROHSA178935, SPROHSA212385, SPROHSA268721	
SPROHSA213615	SPROHSA213615	SPROHSA213615		90			SPROHSA213615	0.8998	0.9582	1	1	1	1	0	1	0	     0	     0	     0		
SPROHSA141503	SPROHSA141503	SPROHSA141503		79			SPROHSA141503	0.8996	0.9581	1	1	0	1	0	1	0	     0	     0	     0	SPROHSA141504, SPROHSA262231, SPROHSA262232, SPROHSA262233, SPROHSA262234, SPROHSA274760, SPROHSA274761, SPROHSA274762	
SPROHSA125819	SPROHSA125819	SPROHSA125819		63			SPROHSA125819	0.8994	0.9580	1	1	0	1	0	1	0	     0	     0	     0	SPROHSA188498, SPROHSA188864, SPROHSA352308	
SPROHSA1330	SPROHSA1330	SPROHSA1330		47			SPROHSA1330	0.8994	0.9580	1	1	1	1	0	0	1	     0	     0	     0		
SPROHSA15374	SPROHSA15374	SPROHSA15374		70			SPROHSA15374	0.8991	0.9579	1	1	0	1	0	0	1	     0	     0	     0	SPROHSA15375, SPROHSA197298, SPROHSA197299, SPROHSA287668, SPROHSA337433, SPROHSA337434, SPROHSA342996, SPROHSA342997, SPROHSA362149, SPROHSA362150, SPROHSA43484, SPROHSA43485, SPROHSA49889, SPROHSA51957, SPROHSA51958	
SPROHSA232422	SPROHSA232422	SPROHSA232422		42			SPROHSA232422	0.8991	0.9579	1	1	0	1	1	0	0	     0	     0	     0	SPROHSA236299	
SPROHSA356095	SPROHSA356095	SPROHSA356095		83			SPROHSA356095	0.8988	0.9577	1	1	1	1	0	1	0	     0	     0	     0		
SPROHSA2866	SPROHSA2866	SPROHSA2866		42			SPROHSA2866	0.8986	0.9577	1	1	1	1	0	0	1	     0	     0	     0		
SPROHSA134884	SPROHSA134884	SPROHSA134884		72			SPROHSA134884	0.8979	0.9573	1	1	0	1	0	1	0	     0	     0	     0	SPROHSA166676, SPROHSA18850, SPROHSA20889, SPROHSA252581, SPROHSA320557	
SPROHSA188296	SPROHSA188296	SPROHSA188296		65			SPROHSA188296	0.8979	0.9573	1	1	0	1	0	0	1	     0	     0	     0	SPROHSA257286, SPROHSA286737	
SPROHSA387587	SPROHSA387587	SPROHSA387587		93			SPROHSA387587	0.8979	0.9573	1	1	1	1	0	0	1	     0	     0	     0		
SPROHSA122071	SPROHSA122071	SPROHSA122071		12			SPROHSA122071	0.8977	0.9572	1	1	0	1	0	0	1	     0	     0	     0	SPROHSA155790, SPROHSA268372	
SPROHSA24643	SPROHSA24643	SPROHSA24643		33			SPROHSA24643	0.8977	0.9572	1	2	0	2	1	0	1	     0	     0	     0	SPROHSA326150, SPROHSA34504	
SPROHSA117241	SPROHSA117241	SPROHSA117241		99			SPROHSA117241	0.8973	0.9571	1	1	0	1	0	1	0	     0	     0	     0	SPROHSA125938, SPROHSA138528, SPROHSA254889, SPROHSA332962, SPROHSA342857, SPROHSA343005, SPROHSA358734, SPROHSA361031, SPROHSA54238	
SPROHSA103888	SPROHSA103888	SPROHSA103888		81			SPROHSA103888	0.8972	0.9570	1	1	0	1	0	0	1	     0	     0	     0	SPROHSA33857, SPROHSA346234	
